#queryIndex	queryItem	stringId	identity	bitscore	preferredName	annotation
138	CGD-ZyT-068637|Mycgr3P100470|Zymoseptoria	1047171.Mycgr3P100470	100.0	2223.0	Mycgr3P100470	Checkpoint serine/threonine-protein kinase; Uncharacterized protein
139	CGD-ZyT-069085|Mycgr3P100586|Zymoseptoria	1047171.Mycgr3P100586	100.0	1018.5	HKX1	Hypothetical protein; Phosphotransferase; Belongs to the hexokinase family
140	CGD-ZyT-069253|Mycgr3P69907|Zymoseptoria	1047171.Mycgr3P69907	100.0	1134.4	MgAMY2	Putative alpha-amylase
141	CGD-ZyT-070477|Mycgr3P110308|Zymoseptoria	1047171.Mycgr3P110308	100.0	1186.4	Mycgr3P110308	Mfs transporter, sp family, sugar:h+ symporter; Uncharacterized protein; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
142	CGD-ZyT-070573|Mycgr3P100881|Zymoseptoria	1047171.Mycgr3P100881	100.0	800.4	GSK3	Glycogen synthase kinase 3 beta; Serine/threonine protein kinase; Belongs to the protein kinase superfamily
143	CGD-ZyT-070768|Mycgr3P67324|Zymoseptoria	1047171.Mycgr3P67324	100.0	1127.5	CYP-14	Putative P450 monooxygenase
144	CGD-ZyT-070892|Mycgr3P105601|Zymoseptoria	1047171.Mycgr3P105601	100.0	1181.8	ALS1	5-aminolevulinate synthase; Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family
145	CGD-ZyT-071386|Mycgr3P69513|Zymoseptoria	1047171.Mycgr3P69513	100.0	1356.7	Mycgr3P69513	Hypothetical protein; Uncharacterized protein
146	CGD-ZyT-071405|Mycgr3P57585|Zymoseptoria	1047171.Mycgr3P57585	100.0	484.2	Mycgr3P57585	1-acylglycerone phosphate reductase; Uncharacterized protein; Belongs to the short-chain dehydrogenases/reductases (SDR) family
147	CGD-ZyT-071800|Mycgr3P41717|Zymoseptoria	1047171.Mycgr3P41717	100.0	2794.6	Mycgr3P41717	Phytochrome-like histidine kinase PHY1p
